Nuovo Codice Prestazione Catalogo,Nuova Descrizione Prestazione,Accesso,Numero Prestazioni Erogate,Descrizione Completa Prestazione,Frequenza Erogazione
6861,Epatite B Virus Hbv Anticorpi Anti Hbs Hbsab Sieroplasma,01Prescrizione Su Ricettario Ssn,4914,6861  Epatite B Virus Hbv Anticorpi Anti Hbs Hbsab Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6862,Epatite B Hbv Dnasequenziamento Per Farmacoresistenza Inibitori Trascrittasi Compresa Estrazione E Pcr Sangue,01Prescrizione Su Ricettario Ssn,10,6862  Epatite B Hbv Dnasequenziamento Per Farmacoresistenza Inibitori Trascrittasi Compresa Estrazione E Pcr Sangue  01Prescrizione Su Ricettario Ssn,Bassa
6864,,01Prescrizione Su Ricettario Ssn,65,6864    01Prescrizione Su Ricettario Ssn,Media
6864,Epatite C Hcv Rnapcr Qualiquantitativa Sangue,01Prescrizione Su Ricettario Ssn,1115,6864  Epatite C Hcv Rnapcr Qualiquantitativa Sangue  01Prescrizione Su Ricettario Ssn,Alta
6865,Epatite C Hcv Anticorpi Totali Hcvab Sieroplasma,01Prescrizione Su Ricettario Ssn,4771,6865  Epatite C Hcv Anticorpi Totali Hcvab Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6865,Virus Epatite C Hcv Anticorpi Incluso Eventuale Immunoblotting Non Associabile A 91132 Virus Anticorpi Immunoblotting Saggio Di Conferma Nas,01Prescrizione Su Ricettario Ssn,289,6865  Virus Epatite C Hcv Anticorpi Incluso Eventuale Immunoblotting Non Associabile A 91132 Virus Anticorpi Immunoblotting Saggio Di Conferma Nas  01Prescrizione Su Ricettario Ssn,Alta
6866,Epatite C Virus Hcv Anticorpi Immunoblotting Sieroplasma,01Prescrizione Su Ricettario Ssn,67,6866  Epatite C Virus Hcv Anticorpi Immunoblotting Sieroplasma  01Prescrizione Su Ricettario Ssn,Media
6868,Epatite Delta Hdv Anticorpi Totali Hdvab Sieroplasma,01Prescrizione Su Ricettario Ssn,363,6868  Epatite Delta Hdv Anticorpi Totali Hdvab Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6869,,01Prescrizione Su Ricettario Ssn,7,6869    01Prescrizione Su Ricettario Ssn,Bassa
6869,Epatite Delta Hdv Anticorpi Igm Hdvab Igm Sieroplasma,01Prescrizione Su Ricettario Ssn,186,6869  Epatite Delta Hdv Anticorpi Igm Hdvab Igm Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6870,Epatite Delta Virus Hdv Antigene Hdvag Sieroplasma,01Prescrizione Su Ricettario Ssn,181,6870  Epatite Delta Virus Hdv Antigene Hdvag Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6871,,01Prescrizione Su Ricettario Ssn,2,6871    01Prescrizione Su Ricettario Ssn,Bassa
6871,Ebv Monotest Anticorpi Eterofili Sieroplasma,01Prescrizione Su Ricettario Ssn,126,6871  Ebv Monotest Anticorpi Eterofili Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6874,Hsv Tipo 1 Anticorpi Igg Sieroplasma,01Prescrizione Su Ricettario Ssn,498,6874  Hsv Tipo 1 Anticorpi Igg Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6876,Hsv Tipo 12 Anticorpi Igg Sieroplasma,01Prescrizione Su Ricettario Ssn,3,6876  Hsv Tipo 12 Anticorpi Igg Sieroplasma  01Prescrizione Su Ricettario Ssn,Bassa
6877,Hsv Tipo 12 Anticorpi Igm Sieroplasma,01Prescrizione Su Ricettario Ssn,599,6877  Hsv Tipo 12 Anticorpi Igm Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6878,Hsv Tipo 2 Anticorpi Igg Sieroplasma,01Prescrizione Su Ricettario Ssn,516,6878  Hsv Tipo 2 Anticorpi Igg Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6887,,01Prescrizione Su Ricettario Ssn,1,6887    01Prescrizione Su Ricettario Ssn,Bassa
6887,Hiv 12 Test Combinato Anticorpi E Antigene P24 Combo Sieroplasma,01Prescrizione Su Ricettario Ssn,3776,6887  Hiv 12 Test Combinato Anticorpi E Antigene P24 Combo Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6888,Hiv 12 Anticorpi Immunoblotting Nas Saggio Di Conferma Sieroplasma,01Prescrizione Su Ricettario Ssn,71,6888  Hiv 12 Anticorpi Immunoblotting Nas Saggio Di Conferma Sieroplasma  01Prescrizione Su Ricettario Ssn,Media
6899,Htlv 12 Anticorpi Sieroplasma,01Prescrizione Su Ricettario Ssn,56,6899  Htlv 12 Anticorpi Sieroplasma  01Prescrizione Su Ricettario Ssn,Media
6899,Htlv 12 Anticorpi Totali Sieroplasma,01Prescrizione Su Ricettario Ssn,540,6899  Htlv 12 Anticorpi Totali Sieroplasma  01Prescrizione Su Ricettario Ssn,Alta
6900,Yersinia Esame Colturale Feci,01Prescrizione Su Ricettario Ssn,1,6900  Yersinia Esame Colturale Feci  01Prescrizione Su Ricettario Ssn,Bassa
6900,Yersinia Feci Esame Colturale,01Prescrizione Su Ricettario Ssn,45,6900  Yersinia Feci Esame Colturale  01Prescrizione Su Ricettario Ssn,Media
6904,,01Prescrizione Su Ricettario Ssn,98,6904    01Prescrizione Su Ricettario Ssn,Alta
6904,Papilloma Virus Hpv Genotipizzazione,01Prescrizione Su Ricettario Ssn,714,6904  Papilloma Virus Hpv Genotipizzazione  01Prescrizione Su Ricettario Ssn,Alta
6908,Analisi Citogenetica Per Studio Mosaicismo Cromosomico,01Prescrizione Su Ricettario Ssn,2,6908  Analisi Citogenetica Per Studio Mosaicismo Cromosomico  01Prescrizione Su Ricettario Ssn,Bassa
6910,Analisi Del Dna Ed Ibridazione Con Sonda Molecolare Southern Blot,01Prescrizione Su Ricettario Ssn,7,6910  Analisi Del Dna Ed Ibridazione Con Sonda Molecolare Southern Blot  01Prescrizione Su Ricettario Ssn,Bassa
6911,,01Prescrizione Su Ricettario Ssn,722,6911    01Prescrizione Su Ricettario Ssn,Alta
6911,Analisi Del Dna Per Polimorfismo Con Reazione Polimerasica A Catena Digestione Enzimatica Ed Elettroforesi,01Prescrizione Su Ricettario Ssn,6902,6911  Analisi Del Dna Per Polimorfismo Con Reazione Polimerasica A Catena Digestione Enzimatica Ed Elettroforesi  01Prescrizione Su Ricettario Ssn,Alta
6912,,01Prescrizione Su Ricettario Ssn,12,6912    01Prescrizione Su Ricettario Ssn,Media
6912,Analisi Di Mutazione Del Dna Con Reazione Polimerasica A Catena E Elettroforesi,01Prescrizione Su Ricettario Ssn,1152,6912  Analisi Di Mutazione Del Dna Con Reazione Polimerasica A Catena E Elettroforesi  01Prescrizione Su Ricettario Ssn,Alta
6913,,01Prescrizione Su Ricettario Ssn,383,6913    01Prescrizione Su Ricettario Ssn,Alta
6913,Analisi Di Mutazione Del Dna Con Reazione Polimerasica A Catena E Ibridazione Con Sonde Non Radiomarcate,01Prescrizione Su Ricettario Ssn,8223,6913  Analisi Di Mutazione Del Dna Con Reazione Polimerasica A Catena E Ibridazione Con Sonde Non Radiomarcate  01Prescrizione Su Ricettario Ssn,Alta
6915,,01Prescrizione Su Ricettario Ssn,19,6915    01Prescrizione Su Ricettario Ssn,Media
6915,Analisi Di Mutazioni Del Dna Con Reverse Dot Blot Da 2 A 10 Mutazioni,01Prescrizione Su Ricettario Ssn,383,6915  Analisi Di Mutazioni Del Dna Con Reverse Dot Blot Da 2 A 10 Mutazioni  01Prescrizione Su Ricettario Ssn,Alta
6916,Analisi Di Polimorfismi Str Vntr Con Reazione Polimerasica A Catena Ed Elettroforesi Per Locus,01Prescrizione Su Ricettario Ssn,862,6916  Analisi Di Polimorfismi Str Vntr Con Reazione Polimerasica A Catena Ed Elettroforesi Per Locus  01Prescrizione Su Ricettario Ssn,Alta
6917,,01Prescrizione Su Ricettario Ssn,2895,6917    01Prescrizione Su Ricettario Ssn,Alta
6917,Analisi Di Segmenti Di Dna Mediante Sequenziamento Blocchi Di Circa 400 Bp,01Prescrizione Su Ricettario Ssn,28243,6917  Analisi Di Segmenti Di Dna Mediante Sequenziamento Blocchi Di Circa 400 Bp  01Prescrizione Su Ricettario Ssn,Alta
6920,,01Prescrizione Su Ricettario Ssn,5,6920    01Prescrizione Su Ricettario Ssn,Bassa
6920,Cariotipo Da Metafasi Di Liquido Amniotico1 Tecnica Di Bandeggio Risoluzione Non Inferiore Alle 320 Bande,01Prescrizione Su Ricettario Ssn,62,6920  Cariotipo Da Metafasi Di Liquido Amniotico1 Tecnica Di Bandeggio Risoluzione Non Inferiore Alle 320 Bande  01Prescrizione Su Ricettario Ssn,Media
6921,,01Prescrizione Su Ricettario Ssn,22,6921    01Prescrizione Su Ricettario Ssn,Media
6921,Cariotipo Da Metafasi Linfocitarie1 Tecnica Di Bandeggio Risoluzione Non Inferiore Alle 320 Bande,01Prescrizione Su Ricettario Ssn,590,6921  Cariotipo Da Metafasi Linfocitarie1 Tecnica Di Bandeggio Risoluzione Non Inferiore Alle 320 Bande  01Prescrizione Su Ricettario Ssn,Alta
6922,,01Prescrizione Su Ricettario Ssn,28,6922    01Prescrizione Su Ricettario Ssn,Media
6922,Cariotipo Da Metafasi Spontanee Di Midollo Osseo 1 Tecnica Di Bandeggio Risoluzione Non Inferiore Alle 320 Bande,01Prescrizione Su Ricettario Ssn,509,6922  Cariotipo Da Metafasi Spontanee Di Midollo Osseo 1 Tecnica Di Bandeggio Risoluzione Non Inferiore Alle 320 Bande  01Prescrizione Su Ricettario Ssn,Alta
6923,,01Prescrizione Su Ricettario Ssn,8,6923    01Prescrizione Su Ricettario Ssn,Bassa
6923,Cariotipo Da Metafasi Spontanee Di Villi Coriali 1 Tecnica Di Bandeggio Risoluzione Non Inferiore Alle 300 Bande,01Prescrizione Su Ricettario Ssn,144,6923  Cariotipo Da Metafasi Spontanee Di Villi Coriali 1 Tecnica Di Bandeggio Risoluzione Non Inferiore Alle 300 Bande  01Prescrizione Su Ricettario Ssn,Alta
6926,,01Prescrizione Su Ricettario Ssn,5,6926    01Prescrizione Su Ricettario Ssn,Bassa
6926,Colorazione Aggiuntiva In Bande Bandeggio G,01Prescrizione Su Ricettario Ssn,62,6926  Colorazione Aggiuntiva In Bande Bandeggio G  01Prescrizione Su Ricettario Ssn,Media
6929,,01Prescrizione Su Ricettario Ssn,22,6929    01Prescrizione Su Ricettario Ssn,Media
6929,Colorazione Aggiuntiva In Bande Bandeggio Q,01Prescrizione Su Ricettario Ssn,590,6929  Colorazione Aggiuntiva In Bande Bandeggio Q  01Prescrizione Su Ricettario Ssn,Alta
6933,,01Prescrizione Su Ricettario Ssn,5,6933    01Prescrizione Su Ricettario Ssn,Bassa
6933,Coltura Di Amniociti,01Prescrizione Su Ricettario Ssn,63,6933  Coltura Di Amniociti  01Prescrizione Su Ricettario Ssn,Media
6939,,01Prescrizione Su Ricettario Ssn,115,6939    01Prescrizione Su Ricettario Ssn,Alta
6939,Coltura Di Linfociti Periferici Con Pha O Altri Mitogeni,01Prescrizione Su Ricettario Ssn,1996,6939  Coltura Di Linfociti Periferici Con Pha O Altri Mitogeni  01Prescrizione Su Ricettario Ssn,Alta
6940,Coltura Di Materiale Abortivo,01Prescrizione Su Ricettario Ssn,1,6940  Coltura Di Materiale Abortivo  01Prescrizione Su Ricettario Ssn,Bassa
6942,,01Prescrizione Su Ricettario Ssn,4,6942    01Prescrizione Su Ricettario Ssn,Bassa
6942,Coltura Di Villi Coriali A Breve Termine,01Prescrizione Su Ricettario Ssn,71,6942  Coltura Di Villi Coriali A Breve Termine  01Prescrizione Su Ricettario Ssn,Media
6943,,01Prescrizione Su Ricettario Ssn,4,6943    01Prescrizione Su Ricettario Ssn,Bassa
6943,Coltura Di Villi Coriali,01Prescrizione Su Ricettario Ssn,73,6943  Coltura Di Villi Coriali  01Prescrizione Su Ricettario Ssn,Media
6945,Conservazione Di Campioni Di Dna O Di Rna,01Prescrizione Su Ricettario Ssn,2398,6945  Conservazione Di Campioni Di Dna O Di Rna  01Prescrizione Su Ricettario Ssn,Alta
6949,Estrazione Di Dna Nucleare O Mitocondriale Da Sangue Periferico Tessuti Colture Cellulari Villi Coriali,01Prescrizione Su Ricettario Ssn,9580,6949  Estrazione Di Dna Nucleare O Mitocondriale Da Sangue Periferico Tessuti Colture Cellulari Villi Coriali  01Prescrizione Su Ricettario Ssn,Alta
6950,,01Prescrizione Su Ricettario Ssn,5,6950    01Prescrizione Su Ricettario Ssn,Bassa
6950,Ibridazione Con Sonda Molecolare,01Prescrizione Su Ricettario Ssn,56,6950  Ibridazione Con Sonda Molecolare  01Prescrizione Su Ricettario Ssn,Media
6951,,01Prescrizione Su Ricettario Ssn,222,6951    01Prescrizione Su Ricettario Ssn,Alta
6951,Ibridazione In Situ Fish Su Metafasi Nuclei Interfasici Tessuti Mediante Sequenze Genomiche In Yac,01Prescrizione Su Ricettario Ssn,2286,6951  Ibridazione In Situ Fish Su Metafasi Nuclei Interfasici Tessuti Mediante Sequenze Genomiche In Yac  01Prescrizione Su Ricettario Ssn,Alta
6952,,01Prescrizione Su Ricettario Ssn,31,6952    01Prescrizione Su Ricettario Ssn,Media
6952,Ibridazione In Situ Fish Su Metafasi Nuclei Interfasici Tessuti Mediante Sonde Molecolari A Singola Copia In Cosmide,01Prescrizione Su Ricettario Ssn,295,6952  Ibridazione In Situ Fish Su Metafasi Nuclei Interfasici Tessuti Mediante Sonde Molecolari A Singola Copia In Cosmide  01Prescrizione Su Ricettario Ssn,Alta
6953,,01Prescrizione Su Ricettario Ssn,1,6953    01Prescrizione Su Ricettario Ssn,Bassa
6953,Ibridazione In Situ Fish Su Metafasi Nuclei Interfasici Tessuti Mediante Sonde Molecolari Alfoidi Ed Altre Sequenze Ripetute,01Prescrizione Su Ricettario Ssn,27,6953  Ibridazione In Situ Fish Su Metafasi Nuclei Interfasici Tessuti Mediante Sonde Molecolari Alfoidi Ed Altre Sequenze Ripetute  01Prescrizione Su Ricettario Ssn,Media
6954,,01Prescrizione Su Ricettario Ssn,37,6954    01Prescrizione Su Ricettario Ssn,Media
6954,Ibridazione In Situ Fish Su Metafasi Nuclei Interfasici Tessuti Mediante Sonde Molecolari Painting,01Prescrizione Su Ricettario Ssn,928,6954  Ibridazione In Situ Fish Su Metafasi Nuclei Interfasici Tessuti Mediante Sonde Molecolari Painting  01Prescrizione Su Ricettario Ssn,Alta
6958,,01Prescrizione Su Ricettario Ssn,7,6958    01Prescrizione Su Ricettario Ssn,Bassa
6958,Analisi Del Dna Cellulare Per Lo Studio Citometrico Del Ciclo Cellulare E Della Ploidia,01Prescrizione Su Ricettario Ssn,149,6958  Analisi Del Dna Cellulare Per Lo Studio Citometrico Del Ciclo Cellulare E Della Ploidia  01Prescrizione Su Ricettario Ssn,Alta
6960,Es Citologico Urine Per Ricerca Cellule Neoplastiche 3 Campioni,01Prescrizione Su Ricettario Ssn,3025,6960  Es Citologico Urine Per Ricerca Cellule Neoplastiche 3 Campioni  01Prescrizione Su Ricettario Ssn,Alta
6961,Es Citologico Cervicovaginale Convenzionale Pap Test,01Prescrizione Su Ricettario Ssn,1733,6961  Es Citologico Cervicovaginale Convenzionale Pap Test  01Prescrizione Su Ricettario Ssn,Alta
6964,Es Citologico Broncolavaggio,01Prescrizione Su Ricettario Ssn,194,6964  Es Citologico Broncolavaggio  01Prescrizione Su Ricettario Ssn,Alta
6965,Es Citologico Brushing Bronchiale,01Prescrizione Su Ricettario Ssn,55,6965  Es Citologico Brushing Bronchiale  01Prescrizione Su Ricettario Ssn,Media
6966,Es Citologico Espettorato,01Prescrizione Su Ricettario Ssn,9,6966  Es Citologico Espettorato  01Prescrizione Su Ricettario Ssn,Bassa
6968,Es Citologico Da Agoaspirato Transtoracico,01Prescrizione Su Ricettario Ssn,35,6968  Es Citologico Da Agoaspirato Transtoracico  01Prescrizione Su Ricettario Ssn,Media
6970,Es Citologico Versamentolavaggio Peritoneale,01Prescrizione Su Ricettario Ssn,14,6970  Es Citologico Versamentolavaggio Peritoneale  01Prescrizione Su Ricettario Ssn,Media
6971,Es Citologico Versamentolavaggio Pleurico,01Prescrizione Su Ricettario Ssn,115,6971  Es Citologico Versamentolavaggio Pleurico  01Prescrizione Su Ricettario Ssn,Alta
6976,Es Citologico Scraping Cavo Orale,01Prescrizione Su Ricettario Ssn,1,6976  Es Citologico Scraping Cavo Orale  01Prescrizione Su Ricettario Ssn,Bassa
6977,Es Citologico Da Agoaspirato Nas,01Prescrizione Su Ricettario Ssn,151,6977  Es Citologico Da Agoaspirato Nas  01Prescrizione Su Ricettario Ssn,Alta
6978,Es Citologico Da Agoaspirato Pancreas,01Prescrizione Su Ricettario Ssn,9,6978  Es Citologico Da Agoaspirato Pancreas  01Prescrizione Su Ricettario Ssn,Bassa
6979,Es Citologico Da Agoaspirato Fegato,01Prescrizione Su Ricettario Ssn,23,6979  Es Citologico Da Agoaspirato Fegato  01Prescrizione Su Ricettario Ssn,Media
6980,Es Citologico Da Agoaspirato Organi Profondi,01Prescrizione Su Ricettario Ssn,3,6980  Es Citologico Da Agoaspirato Organi Profondi  01Prescrizione Su Ricettario Ssn,Bassa
6982,Es Citologico Scraping Cutaneo,01Prescrizione Su Ricettario Ssn,1,6982  Es Citologico Scraping Cutaneo  01Prescrizione Su Ricettario Ssn,Bassa
6983,Es Citologico Secrezione Del Capezzolo,01Prescrizione Su Ricettario Ssn,44,6983  Es Citologico Secrezione Del Capezzolo  01Prescrizione Su Ricettario Ssn,Media
6984,,01Prescrizione Su Ricettario Ssn,20,6984    01Prescrizione Su Ricettario Ssn,Media
6984,Es Citologico Da Agoaspirato Mammella Fnac,01Prescrizione Su Ricettario Ssn,151,6984  Es Citologico Da Agoaspirato Mammella Fnac  01Prescrizione Su Ricettario Ssn,Alta
6985,Es Citologico Da Agoaspirato Linfonodale,01Prescrizione Su Ricettario Ssn,271,6985  Es Citologico Da Agoaspirato Linfonodale  01Prescrizione Su Ricettario Ssn,Alta
6986,Es Citologico Midollo Osseo Per Apposizione O Striscio,01Prescrizione Su Ricettario Ssn,144,6986  Es Citologico Midollo Osseo Per Apposizione O Striscio  01Prescrizione Su Ricettario Ssn,Alta
6987,Es Citologico Liquor,01Prescrizione Su Ricettario Ssn,2,6987  Es Citologico Liquor  01Prescrizione Su Ricettario Ssn,Bassa
6988,Es Citologico Da Agoaspirato Tiroide,01Prescrizione Su Ricettario Ssn,5845,6988  Es Citologico Da Agoaspirato Tiroide  01Prescrizione Su Ricettario Ssn,Alta
6992,,01Prescrizione Su Ricettario Ssn,1,6992    01Prescrizione Su Ricettario Ssn,Bassa
6993,Es Istopatologico  Biopsia Tendinea,01Prescrizione Su Ricettario Ssn,1,6993  Es Istopatologico  Biopsia Tendinea  01Prescrizione Su Ricettario Ssn,Bassa
6997,Es Istopatologico Bulbo Oculare  Biopsia Bulbo Oculare,01Prescrizione Su Ricettario Ssn,6,6997  Es Istopatologico Bulbo Oculare  Biopsia Bulbo Oculare  01Prescrizione Su Ricettario Ssn,Bassa
6998,Es Istopatologico Bulbo Oculare  Biopsia Congiuntiva,01Prescrizione Su Ricettario Ssn,2,6998  Es Istopatologico Bulbo Oculare  Biopsia Congiuntiva  01Prescrizione Su Ricettario Ssn,Bassa
6999,Es Istopatologico  Biopsia Cavo Orale,01Prescrizione Su Ricettario Ssn,466,6999  Es Istopatologico  Biopsia Cavo Orale  01Prescrizione Su Ricettario Ssn,Alta
6A33,Posizionamento Catetere Venoso Centrale Cvc,01Prescrizione Su Ricettario Ssn,830,6A33  Posizionamento Catetere Venoso Centrale Cvc  01Prescrizione Su Ricettario Ssn,Alta
6A34,Posizionamento Di Portacath O Altro Catetere Tunnellizzato Venoso,01Prescrizione Su Ricettario Ssn,542,6A34  Posizionamento Di Portacath O Altro Catetere Tunnellizzato Venoso  01Prescrizione Su Ricettario Ssn,Alta
6B42,Toracentesi Ecoguidata,01Prescrizione Su Ricettario Ssn,2,6B42  Toracentesi Ecoguidata  01Prescrizione Su Ricettario Ssn,Bassa
6C23,Drenaggio Addominale Percutaneo Ecoguidato,01Prescrizione Su Ricettario Ssn,67,6C23  Drenaggio Addominale Percutaneo Ecoguidato  01Prescrizione Su Ricettario Ssn,Media
6D38,Sostituzione Catetere Nefrostomico,01Prescrizione Su Ricettario Ssn,34,6D38  Sostituzione Catetere Nefrostomico  01Prescrizione Su Ricettario Ssn,Media
6D42,Cistostomia Percutanea Ecorx Guidata,01Prescrizione Su Ricettario Ssn,3,6D42  Cistostomia Percutanea Ecorx Guidata  01Prescrizione Su Ricettario Ssn,Bassa
6E411,Blocco Percutaneo Faccette Articolari Ed Articolazioni Sacroiliache Rxtc Guidato,01Prescrizione Su Ricettario Ssn,15,6E411  Blocco Percutaneo Faccette Articolari Ed Articolazioni Sacroiliache Rxtc Guidato  01Prescrizione Su Ricettario Ssn,Media
6G42,Alcolizzazione Noduli Tiroidei Ecoguidata,01Prescrizione Su Ricettario Ssn,5,6G42  Alcolizzazione Noduli Tiroidei Ecoguidata  01Prescrizione Su Ricettario Ssn,Bassa
6G53,,01Prescrizione Su Ricettario Ssn,20,6G53    01Prescrizione Su Ricettario Ssn,Media
6G53,Localizzazione Eco Guidata Preoperatoria Di Lesione Mammaria Non Palpabile,01Prescrizione Su Ricettario Ssn,3,6G53  Localizzazione Eco Guidata Preoperatoria Di Lesione Mammaria Non Palpabile  01Prescrizione Su Ricettario Ssn,Bassa
6G55,,01Prescrizione Su Ricettario Ssn,1,6G55    01Prescrizione Su Ricettario Ssn,Bassa
6G56,Aspirazione Percutanea Di Cisti Mammarie Ecoguidata,01Prescrizione Su Ricettario Ssn,1,6G56  Aspirazione Percutanea Di Cisti Mammarie Ecoguidata  01Prescrizione Su Ricettario Ssn,Bassa
6G61,Drenaggio Raccolte Tessuti Molli Ecotc Guidato,01Prescrizione Su Ricettario Ssn,1,6G61  Drenaggio Raccolte Tessuti Molli Ecotc Guidato  01Prescrizione Su Ricettario Ssn,Bassa
7000,Es Istopatologico  Biopsia Lingua,01Prescrizione Su Ricettario Ssn,56,7000  Es Istopatologico  Biopsia Lingua  01Prescrizione Su Ricettario Ssn,Media
7001,Es Istopatologico Cavo Orale  Asportazione Completa Di Neoformazione,01Prescrizione Su Ricettario Ssn,11,7001  Es Istopatologico Cavo Orale  Asportazione Completa Di Neoformazione  01Prescrizione Su Ricettario Ssn,Bassa
7004,,01Prescrizione Su Ricettario Ssn,109,7004    01Prescrizione Su Ricettario Ssn,Alta
7004,Es Istopatologico Cute  Biopsia Shave O Punch,01Prescrizione Su Ricettario Ssn,698,7004  Es Istopatologico Cute  Biopsia Shave O Punch  01Prescrizione Su Ricettario Ssn,Alta
7004,Es Istopatologico Cute  Escissione Di Neoformazione    Per Campione  Sostituisce Cod 91405,01Prescrizione Su Ricettario Ssn,4,7004  Es Istopatologico Cute  Escissione Di Neoformazione    Per Campione  Sostituisce Cod 91405  01Prescrizione Su Ricettario Ssn,Bassa
7005,,01Prescrizione Su Ricettario Ssn,9,7005    01Prescrizione Su Ricettario Ssn,Bassa
7005,Es Istopatologico Cute  Biopsia Incisionale,01Prescrizione Su Ricettario Ssn,48,7005  Es Istopatologico Cute  Biopsia Incisionale  01Prescrizione Su Ricettario Ssn,Media
7006,Es Istopatologico Cute  Escissione Di Neoformazioni,01Prescrizione Su Ricettario Ssn,2586,7006  Es Istopatologico Cute  Escissione Di Neoformazioni  01Prescrizione Su Ricettario Ssn,Alta
7006,Es Istopatologico Cute Eo Tessuti Molli Con Biopsia O Escissione Di Neoformazione Incluso Eventuali Analisi Supplementari Istochimiche Eo Immunoistochimiche Necessarie Al Completamento Della Diagnosi Per Campione,01Prescrizione Su Ricettario Ssn,249,7006  Es Istopatologico Cute Eo Tessuti Molli Con Biopsia O Escissione Di Neoformazione Incluso Eventuali Analisi Supplementari Istochimiche Eo Immunoistochimiche Necessarie Al Completamento Della Diagnosi Per Campione  01Prescrizione Su Ricettario Ssn,Alta
